Date,Close,High,Low,Open,Volume,Peaklabel
2021-07-08,19.86056137084961,20.09032270700947,19.658989893200676,19.814410017857035,503300000,-1
2021-07-09,20.007749557495117,20.037686653137698,19.712377446383393,19.92018607462065,296624000,0
2021-07-12,20.469022750854492,20.489228245684924,20.144960188089478,20.197099348355565,321984000,1
2021-07-13,20.207073211669922,20.417875699703238,20.071361829855487,20.357253520802328,290708000,0
2021-07-14,19.799440383911133,20.37446895624048,19.710879577245972,20.31459667394377,380100000,0
2021-07-15,18.926050186157227,19.804934076686074,18.818528624972135,19.76975907894725,550564000,0
2021-07-16,18.12249755859375,19.116386304807843,18.0346847753706,18.990155309968003,688224000,-1
2021-07-19,18.739946365356445,19.001639510689028,17.82763283134469,17.87727866318357,749060000,0
2021-07-20,18.57254981994629,18.798070626527238,18.12549943914689,18.690299739516348,434687000,0
2021-07-21,19.36885643005371,19.4856090035134,18.702273121923145,18.84197575457192,371017000,0
2021-07-22,19.552465438842773,19.844843620586143,19.23513872825936,19.60036402572014,323826000,1
2021-07-23,19.51654624938965,19.658245470107445,19.209198509853447,19.614338106372017,195672000,0
2021-07-26,19.25309944152832,19.400784509953333,18.873903934371643,19.270063601319958,203943000,0
2021-07-27,19.167282104492188,19.58040404503774,18.70127111516232,19.22416048126887,248863000,-1
