Date,Close,High,Low,Open,Volume
1999-01-25,0.04154916852712631,0.04202597429261804,0.03760909061168745,0.04059371926526845,510480000
1999-01-26,0.038325220346450806,0.042862222889199324,0.03772829253162644,0.04202597672817915,343200000
1999-01-27,0.038206007331609726,0.039399859237341524,0.03629511260609213,0.038444410166654744,244368000
1999-01-28,0.03808588907122612,0.038444410484079226,0.03784748623421268,0.03820600764706578,227520000
1999-01-29,0.03629513084888458,0.038206026534863616,0.03629513084888458,0.038085907899641266,244032000
1999-02-01,0.03701217100024223,0.03725057393560491,0.03629512787873161,0.03629512787873161,154704000
1999-02-02,0.0341467447578907,0.037250577546692386,0.03307209542123039,0.036295131397197714,264096000
1999-02-03,0.034862861037254333,0.03534058566287006,0.033429690576263764,0.03366901232178512,75120000
1999-02-04,0.036772843450307846,0.037728289269058156,0.03486286043064859,0.03534058504795201,181920000
1999-02-05,0.03784749284386635,0.03820601431933134,0.03641523784113603,0.03736976822114911,136848000
1999-02-08,0.03653443604707718,0.03820601272408201,0.03653443604707718,0.038085894132280355,154080000
1999-02-09,0.035101279616355896,0.037488984714548056,0.034623554823567756,0.037250578335170446,86976000
1999-02-10,0.03474367782473564,0.03605673031249831,0.03414674976732264,0.035101284022836764,148224000
1999-02-11,0.03772828355431557,0.039160538323869724,0.034862855149935444,0.034862855149935444,132240000
1999-02-12,0.03987760841846466,0.0401160114008512,0.038206030944295165,0.038206030944295165,109728000
1999-02-16,0.04011600464582443,0.042265306588673036,0.03605672256803624,0.040593729395975955,211008000
1999-02-17,0.03796670585870743,0.039638283190343335,0.03725057810679001,0.03916055840048409,67728000
1999-02-18,0.03856363147497177,0.0396382807619534,0.03748898218799014,0.039160556001361375,70704000
1999-02-19,0.03987760841846466,0.040593736231445514,0.037728306113700844,0.038206030944295165,75360000
1999-02-22,0.04011600464582443,0.041071454146127485,0.03796670270297583,0.040593729395975955,205248000
1999-02-23,0.04202597588300705,0.042862222027209726,0.03868374107089874,0.041071445450464095,138096000
1999-02-24,0.04536912962794304,0.05014545384377995,0.04429448059037718,0.048234558660769915,612768000
1999-02-25,0.04393687844276428,0.04871228763270439,0.043219831971829374,0.04728002900608722,149136000
1999-02-26,0.04190678894519806,0.045846868213211975,0.04154918279038966,0.04441461269418875,172608000
1999-03-01,0.04214608669281006,0.043936866354262756,0.04011598873422898,0.042981417232928795,92160000
1999-03-02,0.04178757965564728,0.04226530438084371,0.04107145200066189,0.04202598258543623,55248000
1999-03-03,0.038922157138586044,0.042025990109635425,0.038683754166114186,0.042025990109635425,61392000
1999-03-04,0.03808588907122612,0.04107143601753179,0.03772828310777796,0.04083211431525741,57360000
1999-03-05,0.04023519158363342,0.04035439129871005,0.038444411934748166,0.038444411934748166,78768000
1999-03-08,0.040832120925188065,0.042025973034038724,0.038444416707486745,0.03916054419971521,75888000
1999-03-09,0.04214608669281006,0.04274301438524634,0.04071291642666526,0.04071291642666526,143184000
1999-03-10,0.0414290726184845,0.04274304408161752,0.04083214451132346,0.04274304408161752,235344000
1999-03-11,0.039638277143239975,0.04142905739063749,0.039638277143239975,0.04071292974797048,54288000
1999-03-12,0.038922157138586044,0.03987760676003956,0.03820602935538742,0.03987760676003956,90768000
1999-03-15,0.0405937135219574,0.041071438085296536,0.03963826439527912,0.03987758610960229,108816000
1999-03-16,0.03928066045045853,0.0413098430761534,0.03892213900096676,0.040832118488045105,79152000
1999-03-17,0.039519067853689194,0.04035439504973499,0.03856361865024945,0.03963826757984569,51360000
1999-03-18,0.03999680280685425,0.040593727289218735,0.03868374725340442,0.03963827783850216,46320000
1999-03-19,0.04011600464582443,0.04130985708836999,0.03987760170358193,0.03987760170358193,105312000
1999-03-22,0.038922157138586044,0.04107145935396494,0.038922157138586044,0.040951340709874946,36672000
1999-03-23,0.03653443604707718,0.03916054306423974,0.03581830857561312,0.03916054306423974,163968000
1999-03-24,0.03629513084888458,0.03653444925361409,0.03486287197236457,0.03629513084888458,60864000
1999-03-25,0.036772843450307846,0.03820601388636158,0.03605671254120166,0.03617591568710304,40320000
1999-03-26,0.03999680280685425,0.04011600256386045,0.03725057307732956,0.03725057307732956,88272000
1999-03-29,0.04119064286351204,0.04214608861250916,0.04047451200668764,0.04119064286351204,65952000
1999-03-30,0.03772828355431557,0.041668360760569206,0.0374889652650647,0.04130983934347278,69504000
1999-03-31,0.0403544157743454,0.04083214062140797,0.03713138277984474,0.0389221600990106,153600000
1999-04-01,0.03916054964065552,0.04059372368964635,0.03844442204892878,0.04035440191537921,30432000
1999-04-05,0.03796670585870743,0.039638283190343335,0.03772830289664925,0.03868375247636774,98640000
1999-04-06,0.03701217100024223,0.038444426343698275,0.03629512787873161,0.03832522658394564,69696000
1999-04-07,0.04011600464582443,0.04035440758806694,0.03701217206833929,0.03725057501058179,89280000
1999-04-08,0.040832120925188065,0.042025973034038724,0.03987759055735335,0.04035439630856586,130128000
1999-04-09,0.04011600464582443,0.041071454146127485,0.03987760170358193,0.041071454146127485,48624000
1999-04-12,0.038444433361291885,0.03963828598730946,0.037728305558842885,0.03963828598730946,33312000
1999-04-13,0.03689206391572952,0.039160566265957854,0.03629513923287663,0.039160566265957854,36144000
1999-04-14,0.035818301141262054,0.03760908058885253,0.035818301141262054,0.036772834699155786,48288000
1999-04-15,0.036772843450307846,0.036772843450307846,0.03581830966525544,0.036772843450307846,35856000
1999-04-16,0.03796670585870743,0.03856363383752465,0.03653445035487259,0.03653445035487259,38928000
1999-04-19,0.03629513084888458,0.03844442948973561,0.035818321523282924,0.03844442948973561,31296000
1999-04-20,0.035578999668359756,0.037728298100787386,0.03522047469717489,0.03629512732924605,67680000
1999-04-21,0.0361759252846241,0.036295128462150245,0.03534059442385869,0.03557900077891098,37488000
1999-04-22,0.03462355211377144,0.036295129324830436,0.034265945988550706,0.036295129324830436,227184000
1999-04-23,0.03295288234949112,0.034623543704988984,0.032713564012932336,0.034504340553579614,126048000
1999-04-26,0.03128131851553917,0.033429701750809476,0.030564271904714932,0.03295289241538108,123504000
1999-04-27,0.03462355211377144,0.034862870508451826,0.031519719502191366,0.031997444257590595,226944000
1999-04-28,0.034385137259960175,0.0348628584340479,0.03331048494099743,0.0348628584340479,120096000
1999-04-29,0.034385137259960175,0.03462354012225303,0.03366900980772325,0.034504336983178424,48144000
1999-04-30,0.034862861037254333,0.03629511946453113,0.03450433955961409,0.03474366130513545,99312000
1999-05-03,0.035101279616355896,0.035220479390186896,0.03414674548067035,0.035220479390186896,33840000
1999-05-04,0.033191293478012085,0.03510127344776187,0.03247516584755429,0.03510127344776187,96048000
1999-05-05,0.03390740603208542,0.03390740603208542,0.03151970241515555,0.033429681535663745,144576000
1999-05-06,0.03325089439749718,0.034385146895927816,0.0322358450715462,0.0336690192430059,35616000
