Date,Close,High,Low,Open,Volume,Peaklabel,dayofweek,is_month_end,ma_5,ma_10,ma_ratio,return_1,return_5,diff,rsi,macd,macd_signal,bb_upper,bb_lower,bb_width,vol_ma_5,vol_change
1999-02-10,0.03474170342087746,0.03605468129086618,0.034144809285522604,0.0350992892970351,148224000,-1,2,0,0.03619790375232697,0.03613821789622307,0.9597711419585754,-0.010187866685827718,-0.003419675299153435,-0.00035758587615764004,,-0.0015709187665614716,-0.0012780420585452043,,,,141609600.0,0.7041942604856513
1999-02-11,0.03772617504000664,0.03915834976537667,0.034860906775347235,0.034860906775347235,132240000,0,3,0,0.036388983577489854,0.03610245957970619,1.0367471506773267,0.08590458513141619,0.025982566374012528,0.0028652682646594027,,-0.0013805997740222245,-0.0012985536016406085,,,,131673600.0,-0.10783678756476689
1999-02-12,0.039875347167253494,0.04011373663105018,0.038203864479525264,0.038203864479525264,109728000,0,4,0,0.03679497838020325,0.03646068684756756,1.0837170973500985,0.05696766568484013,0.053638631209248055,0.0016714826877282304,45.97697748425792,-0.0010443121910954575,-0.0012477053195315783,,,,126249600.0,-0.1702359346642468
1999-02-16,0.04011372849345207,0.042262908486501355,0.03605467673632051,0.04059142613785533,211008000,1,1,0,0.03751124888658523,0.036771050468087194,1.0693786446496463,0.005978163028868666,0.09803229156734994,-0.00047769764440325907,55.033201593609476,-0.0007499218457883289,-0.0011481486247829284,,,,137635200.0,0.9230096237970253
1999-02-17,0.037964560091495514,0.039636042950467826,0.03724847281302489,0.039158345160216976,67728000,0,2,0,0.03808430284261703,0.03715302459895611,0.9968558502536766,-0.05357687960388369,0.08163326821549899,-0.0011937850687214618,49.396248751642155,-0.0006821716546549089,-0.0010549532307573245,,,,133785600.0,-0.6790263876251137
1999-02-18,0.038561444729566574,0.039636033078708575,0.03748685638042457,0.039158335407433215,70704000,0,3,0,0.03884825110435486,0.03752307742834091,0.9926172641847413,0.01572215341446226,0.10994686306583645,-0.0005968906778666405,51.17684158435469,-0.0005737022556625976,-0.0009587030357383791,,,,118281600.0,0.04394046775336635
1999-02-19,0.039875347167253494,0.040591434372360694,0.037726166738214745,0.038203864479525264,75360000,0,4,0,0.03927808552980423,0.03783353455364704,1.0152059762942383,0.034072956729224835,0.05696766568484013,0.0016714826877282304,59.03770065603543,-0.0003773684607886185,-0.0008424361207484271,,,,106905600.0,0.06585200271554648
1999-02-22,0.04011372849345207,0.04106912378225859,0.03796454850040278,0.04059142613785533,205248000,0,0,0,0.03932576179504395,0.0380603700876236,1.0200369086939705,0.005978163028868666,0.005978163028868666,-0.00047769764440325907,58.02393680135853,-0.00020022901757761613,-0.000713994700114265,0.041747757058694206,0.033620869729564344,0.008126887329129862,126009600.0,1.7235668789808916
1999-02-23,0.04202360659837723,0.042859805597805875,0.03868156021034244,0.04106912997908275,138096000,0,1,0,0.039707737416028975,0.03860949315130711,1.0583228693713835,0.047611582783607664,0.047611582783607664,0.0009544766192944795,71.42784195149707,9.319220718375515e-05,-0.000552557318654661,0.04187137690657386,0.033544928009569555,0.008326448897004304,111427200.0,-0.32717492984097285
1999-02-24,0.04536658152937889,0.050142637489135604,0.04429199284808815,0.0482318496290853,612768000,1,2,0,0.04118814170360565,0.039636222273111345,1.1014476413100098,0.0795499292326507,0.19497187429656293,-0.002865268099706407,74.99998670257327,0.0005886946745589303,-0.0003243069200119428,0.043452758586567344,0.03266789814217716,0.010784860444390185,220435200.0,3.437261035801182
1999-02-25,0.04393438249826431,0.04870952040911666,0.04321737676095134,0.04727734314554049,149136000,0,3,0,0.0422627292573452,0.04055549018085003,1.0395538402345037,-0.03156947212756378,0.13933445197342653,-0.003342960647276176,67.44355192192697,0.0008559505918202745,-8.825541764549934e-05,0.04434622087164251,0.03234748720543059,0.011998733666211917,236121600.0,-0.7566191446028513
1999-02-26,0.04190440848469734,0.045844263941646195,0.04154682264324026,0.044412089780030105,172608000,0,4,0,0.04266854152083397,0.0409733135253191,0.9820914189025298,-0.04620467838934961,0.05088510725519546,-0.002507681295332763,59.44442373784872,0.0008936494593408256,0.00010812555775176566,0.04474180750594816,0.032333965599077134,0.012407841906871026,255571200.0,0.15738654650788542
1999-03-01,0.042143724858760834,0.043934404166308554,0.040113740665296715,0.04297900858760321,92160000,0,0,0,0.04307454079389572,0.041200151294469835,0.9783905778685215,0.005711007092508824,0.050606025456849,-0.0008352837288423745,63.74294712375126,0.0009320923345675081,0.0002729189131149141,0.04513951693603687,0.03252132120600052,0.01261819573003635,232953600.0,-0.4660734149054505
1999-03-02,0.04178523272275925,0.042262930617307,0.04106914528794357,0.04202362226302718,55248000,0,1,0,0.04302686601877213,0.04136730171740055,0.9711428367692136,-0.0085064179116352,-0.005672380238472607,-0.00023838954026793313,67.28456983307369,0.0009229915982171474,0.0004029334501353608,0.04544923773567816,0.032689114449809584,0.012760123285868577,216384000.0,-0.4005208333333333
1999-03-03,0.03891995921730995,0.042023616915943154,0.0386815697073747,0.042023616915943154,61392000,0,2,0,0.04173754155635834,0.041462841629982,0.932492853340588,-0.06857143825092693,-0.14210068501401585,-0.0031036576986332026,59.56189564228161,0.0006767741422576065,0.00045770158855980997,0.0452547590462328,0.033361107182705296,0.011893651863527505,106108800.0,0.1112076455256299
1999-03-04,0.0380837582051754,0.04106913811322134,0.03772617224941055,0.040829829800748355,57360000,-1,3,0,0.040567416697740555,0.04141507297754288,0.9387770113371926,-0.021485146155102997,-0.13316732728222702,-0.0027460715955729548,50.90756230059498,0.0004094507083611046,0.0004480514125200689,0.0450733183334303,0.033864832072453485,0.011208486260976813,87753600.0,-0.0656763096168882
1999-03-05,0.04023294895887375,0.040352142030009544,0.038442269124271004,0.038442269124271004,78768000,0,4,0,0.04023312479257583,0.041450833156704905,0.9999956296284966,0.0564332632856146,-0.03988743872697731,0.0017906798346027444,50.907608717234126,0.0003667885828584558,0.0004317988465877463,0.04510765772619949,0.03417670998415245,0.010930947742047045,68985600.0,0.37322175732217566
1999-03-08,0.040829818695783615,0.04202360349190676,0.03844224910353732,0.039158336218490915,75888000,0,0,0,0.039970343559980394,0.041522442176938054,1.0215028208229802,0.014835346459937337,-0.031176792449661317,0.0016714824772927003,51.78498600047396,0.0003767974540516625,0.00042079856808052956,0.04521311248775009,0.03436969977681156,0.010843412710938527,65731200.0,-0.03656307129798908
1999-03-09,0.042143724858760834,0.04274061909983165,0.04071063490636753,0.04071063490636753,143184000,1,1,0,0.04004204198718071,0.041534454002976416,1.0524869054443569,0.03218006361397108,0.008579397855221771,0.0014330899523933016,60.869968803861205,0.0004851582014171532,0.0004336704947478543,0.045362750815602,0.03478119633868152,0.010581554476920482,83318400.0,0.8867805186590765
1999-03-10,0.04142671078443527,0.04274060733924076,0.040829816707607026,0.04274060733924076,235344000,0,2,0,0.040543392300605774,0.041140466928482056,1.0217869900298475,-0.017013542982461605,0.06440786726236913,-0.0013138965548054882,57.40624797183476,0.0005073296505303318,0.0004484023259043498,0.045158194196459875,0.03561849500513352,0.009539699191326356,118108800.0,0.6436473348977538
1999-03-11,0.039636049419641495,0.04142672902282074,0.039636049419641495,0.04071064162747435,54288000,0,3,0,0.04085385054349899,0.040710633620619774,0.9701912767669023,-0.043224801846120986,0.04075992726618938,-0.0010745922078328543,49.39633266171473,0.0003760741282789887,0.00043393668637927763,0.04462128455782435,0.03664483924364545,0.007976445314178904,117494400.0,-0.7693249031205385
1999-03-12,0.03891995921730995,0.03987535488484093,0.03820387187360921,0.03987535488484093,90768000,-1,4,0,0.040591252595186235,0.04041218869388104,0.9588262674585587,-0.018066639153413888,-0.03263468812355608,-0.0009553956675309797,47.059397868928336,0.0002118288553515854,0.00038951512017373923,0.04453069445609402,0.03685480776310611,0.00767588669298791,119894400.0,0.671971706454465
1999-03-15,0.040591441094875336,0.04106913891529934,0.03963604545402732,0.03987535377117398,108816000,0,0,0,0.040543577075004576,0.040256960317492485,1.0011805573983326,0.042946650283795185,-0.005838321318161865,0.0007160873237013546,46.430232212631296,0.00021407024308772726,0.00035442614475653686,0.044547706120968505,0.03690940549099381,0.007638300629974698,126480000.0,0.1988365943945003
1999-03-16,0.039278462529182434,0.04130753161341403,0.03891996114050209,0.040829833756043564,79152000,0,1,0,0.0399705246090889,0.040006283298134805,0.9826856893504696,-0.032346192455302236,-0.0679878757556659,-0.0015513712268611299,33.11636831048905,0.00010864773828912072,0.00030527046346305364,0.04455223842841423,0.03682134658712112,0.007730891841293108,113673600.0,-0.27260696956329955
1999-03-17,0.03951685130596161,0.040352131650128076,0.038561455691811186,0.03963604434643708,51360000,0,2,0,0.03958855271339416,0.04006597250699997,0.9981888348394132,0.006069198268696452,-0.046102126920277486,-0.00011919304047547374,36.880572721302414,4.3830376400350035e-05,0.00025298244605051294,0.04445823336801776,0.0370705807689642,0.007387652599053565,76876800.0,-0.35112189205579136
1999-03-18,0.03999454528093338,0.04059143607129258,0.038681563839831026,0.039636040548684,46320000,0,3,0,0.039660251885652545,0.04025705121457577,1.0084289276892306,0.012088361273351333,0.009044692055365067,0.00035850473224938173,43.751902734062796,3.0654693420853474e-05,0.00020851689552458107,0.04440338840484151,0.03726873578727713,0.00713465261756438,75283200.0,-0.09813084112149528
1999-03-19,0.04011372849345207,0.04130751319769484,0.03987533907801582,0.03987533907801582,105312000,1,4,0,0.03989900574088097,0.0402451291680336,1.0053816567251221,0.00297998668772248,0.03067241847497071,0.00023838941543625342,43.306273755337614,2.949001637663623e-05,0.0001727115196949921,0.0444033649848502,0.037292597339888295,0.007110767644961907,78192000.0,1.2735751295336786
1999-03-22,0.03891995921730995,0.04106914006230716,0.03891995921730995,0.04094902820127707,36672000,0,0,0,0.03956470936536789,0.04005414322018623,0.9837039078916548,-0.029759618987723502,-0.041178185166143466,-0.002029068983967118,41.04529412271496,-6.698800637164326e-05,0.00012477161448166504,0.044434501096310246,0.03714208430081404,0.007292416795496207,63763200.0,-0.6517775752051048
1999-03-23,0.03653237596154213,0.03915833489909365,0.03581628887071631,0.03915833489909365,163968000,0,1,0,0.03901549205183983,0.03949300833046436,0.9363556382424093,-0.061345985550414595,-0.06991329066406471,-0.00262595893755152,42.308545287407085,-0.00033227528669013684,3.3362234247304676e-05,0.04457198112984273,0.03645548120359805,0.008116499926244677,80726400.0,3.471204188481676
1999-03-24,0.03629307448863983,0.036532379334392094,0.03486089675909863,0.03629307448863983,60864000,-1,2,0,0.03837073668837547,0.038979644700884816,0.9458529499548266,-0.006550394454338582,-0.08157979977608765,0.0,44.00070291733158,-0.0005554244097160307,-8.43950945453624e-05,0.04385415026391623,0.03626596136545064,0.007588188898465589,82627200.0,-0.6288056206088992
1999-03-25,0.0367707759141922,0.038203865770901006,0.03605468526921517,0.0361738817129748,40320000,0,3,0,0.03772598281502724,0.03869311735033989,0.9746803971809436,0.01316233006663281,-0.08060522614012688,0.0005968942012173975,36.93778225786049,-0.0006858194845815249,-0.00020467997255259492,0.04330363141175485,0.03610011955920482,0.007203511852550026,81427200.0,-0.33753943217665616
1999-03-26,0.03999454528093338,0.04011373830998829,0.03724847055591816,0.03724847055591816,88272000,0,4,0,0.0377021461725235,0.038800575956702235,1.0608028810328185,0.08767205169301096,-0.002971132751674932,0.0027460747250152226,47.36996692415264,-0.000522998474270793,-0.00026834367289623454,0.04306050853661585,0.03615225611396742,0.006908252422648434,78019200.0,1.1892857142857145
1999-03-29,0.041188329458236694,0.04214372154618164,0.040472238821733876,0.041188329458236694,65952000,1,0,0,0.03815582022070885,0.03886026479303837,1.079476976775406,0.029848674835976308,0.058282955237986656,0.0,46.96880801781022,-0.00029424141245589647,-0.00027352322080816696,0.04288920450608358,0.03622802060444727,0.006661183901636308,83875200.0,-0.2528548123980424
1999-03-30,0.03772617504000664,0.04166603204782067,0.0374868701254972,0.04130753066735106,69504000,0,1,0,0.03839458003640175,0.03870503604412079,0.9825911627172013,-0.08405668459412863,0.03267783841163863,-0.003581355627344421,40.00100658811924,-0.00038784587416963723,-0.00029638775148046104,0.04260874550791016,0.036102573834345425,0.006506171673564737,64982400.0,0.05385735080058218
1999-03-31,0.04035213589668274,0.04082983375402964,0.03712928499181934,0.03891996113858237,153600000,0,2,1,0.03920639231801033,0.0387885645031929,1.0292233870787975,0.06960580694680574,0.11184121117414403,0.0014321747581003685,51.851324636680076,-0.0002472844482085748,-0.0002865670908260838,0.0427029450177092,0.036151591992483675,0.006551353025225526,83529600.0,1.2099447513812156
1999-04-01,0.03915834799408913,0.04059144146855399,0.03844226066379558,0.040352133149204286,30432000,0,3,0,0.039683906733989714,0.038704944774508476,0.9867563759933333,-0.0295842556054573,0.06493124010949702,-0.0011937851551151596,50.60145909660828,-0.00022957086228406198,-0.00027516784511767944,0.04269862477860186,0.03626337121048238,0.006435253568119484,81552000.0,-0.801875
1999-04-05,0.037964560091495514,0.039636042950467826,0.03772617060327574,0.038681566183777424,98640000,0,0,0,0.03927790969610214,0.03849002793431282,0.9665626400496318,-0.030486166136881265,-0.050756551304150466,-0.0007170060922819105,43.20862949051334,-0.0003083074483075515,-0.00028179576575565387,0.042633163187650175,0.03610199391469625,0.006531169272953927,83625600.0,2.2413249211356465
1999-04-06,0.03701009228825569,0.03844226719205446,0.03629308943798805,0.03832307412690964,69696000,-1,1,0,0.03844226226210594,0.03829904124140739,0.9627449091292946,-0.025141021019064458,-0.10144225864313261,-0.0013129818386539496,44.02473434639193,-0.0004426220632760547,-0.00031396102525973405,0.04252776748680822,0.03582541697478541,0.006702350512022809,84374400.0,-0.2934306569343066
1999-04-07,0.04011372849345207,0.04035211790888832,0.03701007202512703,0.03724846144056328,89280000,0,2,0,0.03891977295279503,0.03865717649459839,1.0306773511270266,0.08385918578704143,0.06328639070654685,0.0028652670528887952,51.36606542838079,-0.00029522667044908774,-0.0003102141542976048,0.04216028926419122,0.03598989556087153,0.00617039370331969,88329600.0,0.28099173553719003
1999-04-08,0.040829818695783615,0.04202360349190676,0.03987534214704598,0.04035212101461406,130128000,1,3,0,0.039015309512615205,0.039110850915312766,1.0465076198506564,0.01785149945481712,0.011837856621119913,0.0004776976811695574,51.8910442985289,-0.00011925753832801866,-0.00027202283110368757,0.04204502778311351,0.03604546783308408,0.005999559950029432,83635200.0,0.4575268817204301
1999-04-09,0.04011372849345207,0.04106912378225859,0.03987533907801582,0.04106912378225859,48624000,0,4,0,0.03920638561248779,0.03944514617323876,1.023142732154205,-0.017538412493746658,0.024397875505554056,-0.0009553952888065181,50.0,-3.715492915046248e-05,-0.00022504925071304256,0.04209620000067955,0.03604206352289909,0.006054136477780456,87273600.0,-0.6263371449649575
1999-04-12,0.038442254066467285,0.03963603901670915,0.037726166859066185,0.03963603901670915,33312000,0,0,0,0.03930192440748215,0.03928991705179215,0.9781265076971345,-0.04166838859812372,0.012582629005064572,-0.0011937849502418676,48.968666632887526,-0.00010574309643007068,-0.0002011880198564482,0.04208478380179324,0.036005709206701146,0.0060790745950920905,74208000.0,-0.31490621915103656
1999-04-13,0.03688996285200119,0.039158336007288935,0.03629307216499094,0.039158336007288935,36144000,0,1,0,0.039277898520231246,0.038860080391168596,0.9392040878408991,-0.04037981778545452,-0.003245856165903782,-0.002268373155287745,50.800891694852666,-0.0002821047135845578,-0.00021737135860207013,0.04195358566270507,0.03576675952150189,0.0061868261412031805,67497600.0,0.08501440922190207
1999-04-14,0.03581630438566208,0.037606984003032355,0.03581630438566208,0.036770784731366336,48288000,-1,2,0,0.03841841369867325,0.038669093325734136,0.9322692151367761,-0.02910435206038353,-0.10713100649548146,-0.0009544803457042575,48.97064377914372,-0.0005027128700536149,-0.0002744396608923791,0.042057042390825534,0.03531708697902939,0.006739955411796145,59299200.0,0.3359893758300132
1999-04-15,0.0367707759141922,0.0367707759141922,0.03581629579736039,0.0367707759141922,35856000,0,3,0,0.03760660514235496,0.03831095732748509,0.9777744035921658,0.02664907909684322,-0.09941368615507917,0.0,50.0,-0.0005936849177742218,-0.00033828871226874763,0.04200019587099382,0.035099325959684166,0.006900869911309657,40444800.0,-0.25745526838966204
1999-04-16,0.037964560091495514,0.038561454333688606,0.03653238553455427,0.03653238553455427,38928000,1,4,0,0.03717677146196365,0.038191578537225726,1.02119034543755,0.03246556939916401,-0.05357687960388369,0.0014321745569412445,45.30214326135332,-0.0005629630274254435,-0.00038322357530008684,0.04183865513459697,0.035057868177137234,0.0067807869574597335,38505600.0,0.08567603748326635
1999-04-19,0.03629307448863983,0.03844225135744662,0.035816292177453565,0.03844225135744662,31296000,0,0,0,0.036746935546398164,0.03802442997694015,0.9876490093388802,-0.044027524586808364,-0.05590670032281375,-0.002149176868806786,38.91630726439625,-0.00066581552008739,-0.0004397419642575475,0.04168287003448051,0.03483158787677246,0.006851282157708055,38102400.0,-0.1960542540073983
1999-04-20,0.035576991736888885,0.037726168871809476,0.03521848699936937,0.03629307898249423,67680000,0,1,0,0.036484341323375705,0.03788111992180347,0.9751304380571214,-0.01973056187276412,-0.035591554276696136,-0.0007160872456053458,44.44284116665109,-0.0007959337264996716,-0.0005109803167059724,0.04170079616531415,0.03447936499789672,0.0072214311674174275,44409600.0,1.1625766871165646
1999-04-21,0.03617387264966965,0.03629306906356481,0.03533858918587639,0.03557698201366672,37488000,0,2,0,0.036555854976177214,0.03748713433742523,0.9895507210334296,0.016777160845836026,0.009983393600784485,0.0005968906360029266,37.929668851878944,-0.0008411932886065662,-0.0005770229110860912,0.04171881217758316,0.034425498654440466,0.0072933135231426915,42249600.0,-0.4460992907801419
1999-04-22,0.03462159261107445,0.03629307522005326,0.034264006724394364,0.03629307522005326,227184000,0,3,0,0.03612601831555366,0.03686631172895431,0.9583561716838442,-0.04291163552292143,-0.058448135773176424,-0.0016714826089788137,37.1599916496391,-0.000990895418252244,-0.0006597974125193218,0.0418756059843092,0.034101556659957885,0.007774049324351315,80515200.0,5.060179257362356
1999-04-23,0.03295103460550308,0.03462160228317201,0.03271172968807446,0.03450240581575781,126048000,0,4,0,0.03512331321835518,0.036150042340159415,0.9381527989871731,-0.04825191100645676,-0.1320580423929505,-0.0015513712102547261,36.183497827234994,-0.0012301550425700553,-0.0007738689385294686,0.04226812629069274,0.03332706222270543,0.008941064067987309,97939200.0,-0.44517219522501583
1999-04-26,0.0312795415520668,0.03342780274649245,0.03056253567372112,0.032951020496647804,123504000,-1,0,0,0.03412060663104057,0.03543377108871937,0.9167346258026619,-0.05072657272974146,-0.1381402101423599,-0.0016714789445810008,34.807882724999985,-0.0015369287804997758,-0.0009264809069235301,0.04256897929488235,0.03215470884562917,0.01041427044925318,116380800.0,-0.020182787509520184
1999-04-27,0.03462159261107445,0.034860897461649415,0.031517935659356004,0.0319956333781605,226944000,0,1,0,0.033929526805877686,0.035206934064626695,1.020397154642218,0.10684463048937554,-0.026854410088411385,0.002625959232913949,35.621696016553116,-0.0014931613535951113,-0.0010398169962578464,0.04204934756616008,0.03201766688963521,0.010031680676524865,148233600.0,0.8375437232802176
1999-04-28,0.034383200109004974,0.034860894369777747,0.03330860833258857,0.034860894369777747,120096000,0,2,0,0.03357139229774475,0.035063623636960986,1.0241815353995538,-0.006885659615589623,-0.04950182022275196,-0.00047769426077277216,32.689918146016794,-0.0014608716164007524,-0.0011240279202864277,0.04200627805837606,0.03172643890431906,0.010279839154057002,164755200.0,-0.4708121827411168
1999-04-29,0.034383200109004974,0.03462158954042713,0.03366711300114613,0.03450239311688409,48144000,0,3,0,0.03352371379733086,0.034824866056442264,1.0256381592108255,0.0,-0.006885659615589623,-0.00011919300787911757,33.99732143841712,-0.001418925279665563,-0.0011830073921622547,0.04154624780309299,0.03158957558083436,0.009956672222258628,128947200.0,-0.5991207034372502
1999-04-30,0.034860916435718536,0.03629309497362727,0.034502414955903934,0.03474172335239368,99312000,0,4,1,0.03390569016337395,0.03451450169086456,1.028173037261352,0.01389388786381307,0.057961209809675784,0.00011919308332485751,39.284583750198394,-0.0013317828270478504,-0.001212762479139374,0.04123055611768896,0.03147552411040133,0.009755032007287626,123600000.0,1.062811565304088
1999-05-03,0.03509929031133652,0.0352184833297241,0.03414481027224141,0.0352184833297241,33840000,1,0,0,0.03466963991522789,0.03439512327313423,1.0123926985442937,0.006837854537115495,0.12211651992761774,-0.00011919301838757973,44.185081542896214,-0.0012293162336137545,-0.0012160732300342501,0.04105621155180168,0.031363341698272706,0.009692869853528976,105667200.0,-0.6592556790720154
1999-05-04,0.03318942338228226,0.03509929573810649,0.0324733361005751,0.03509929573810649,96048000,-1,1,0,0.03438320606946945,0.03415636643767357,0.965280064785837,-0.05441326340542574,-0.04136635899106733,-0.0019098723558242311,41.90904230051657,-0.0012873808942538909,-0.0012303347628781784,0.04103072519398244,0.0310067611654946,0.010023964028487837,79488000.0,1.8382978723404255
1999-05-05,0.0339055135846138,0.0339055135846138,0.0315179432307141,0.03342781575105494,144576000,0,2,0,0.03428766876459122,0.033929530531167984,0.9888544426102229,0.021575855479122774,-0.013893021093928648,0.00047769783355886,41.04328728072218,-0.0012610781376548585,-0.0012364834378335145,0.04041196072278361,0.031004704145809612,0.009407256576973996,84384000.0,0.5052473763118441
1999-05-06,0.03324901685118675,0.03438320530287122,0.03223402484105092,0.03366711808684151,35616000,0,3,0,0.03406083211302757,0.03379227295517921,0.9761657243385338,-0.019362536178333056,-0.032986553148704134,-0.0004181012356547567,34.7470112037534,-0.0012784694137819366,-0.001244880633023199,0.0394850682691752,0.031173516414958326,0.008311551854216875,81878400.0,-0.7536520584329349
1999-05-07,0.03342782333493233,0.03366713171295171,0.032234037887144545,0.032234037887144545,25008000,0,4,0,0.03377421349287033,0.03383995182812214,0.9897439459837865,0.005377797621682001,-0.04110887628065507,0.0011937854477877818,39.74137873543671,-0.001263261840377214,-0.001248556874494002,0.03856458907325516,0.03142540509502639,0.007139183978228769,67017600.0,-0.2978436657681941
1999-05-10,0.03342782333493233,0.03414482623922162,0.033189433771015985,0.033189433771015985,19680000,0,0,0,0.03343992009758949,0.03405478000640869,0.9996382538408627,0.0,-0.04762110463140423,0.00023838956391634275,41.88932217968043,-0.0012369509285600974,-0.0012462356853072212,0.037983497844789466,0.03150505325033859,0.006478444594450877,64185600.0,-0.21305182341650675
1999-05-11,0.035218495875597,0.03629308812955471,0.03414482243563998,0.03486090986172308,171744000,0,1,0,0.03384573459625244,0.03411447033286095,1.0405593583865236,0.05356832608342188,0.06113611767048477,0.00035758601387392286,46.69254949562273,-0.0010593949866724642,-0.00120886754558027,0.03774959183061507,0.031571812566872574,0.006177779263742494,79324800.0,7.726829268292683
1999-05-12,0.03629307448863983,0.036413186318343636,0.03509928962252383,0.0355769873317013,168480000,0,2,0,0.03432324677705765,0.03430545777082443,1.0573904830267646,0.030511769066986494,0.07041807221317242,0.0007160871569385288,55.984498204323764,-0.0008224899578092512,-0.0011315920280260663,0.037818018455421334,0.03155106295236408,0.006266955503057253,84105600.0,-0.019005030743432072
1999-05-13,0.03629307448863983,0.03724846649133062,0.036173878056927226,0.03629307448863983,69936000,0,3,0,0.034932058304548264,0.03449644520878792,1.038961809012965,0.0,0.09155331272131817,0.0,63.59156316566119,-0.0006275074997789953,-0.0010307751223766523,0.037733879108935206,0.031587432156294976,0.0061464469526402304,90969600.0,-0.5849002849002849
1999-05-14,0.034383200109004974,0.03629307200115934,0.03390550243256829,0.03629307200115934,28464000,-1,4,0,0.035123133659362794,0.03444867357611656,0.9789331567754185,-0.05262365910148148,0.028580286682150513,-0.0019098718921543648,62.38202527732531,-0.0006199470344580293,-0.0009486095047929277,0.03713259447185997,0.03183058079512115,0.005302013676738826,91660800.0,-0.5929993136582018
1999-05-17,0.03605467453598976,0.03605467453598976,0.03378630168148757,0.033905498089763265,35760000,0,0,0,0.03564850389957428,0.03454421199858189,1.0113937638886532,0.04861311401166013,0.07858277742877617,0.002149176446226496,56.59655989118737,-0.0004736216781712141,-0.0008536119394685851,0.03708832550908048,0.031851009762635635,0.005237315746444843,94876800.0,0.25632377740303536
1999-05-18,0.03772617504000664,0.03820387288643643,0.03533860462177703,0.036413196780596783,151536000,1,1,0,0.03615003973245621,0.03499788716435433,1.0435998222744785,0.04636016065956672,0.0712034714164842,0.001312978259409854,63.59435667247885,-0.00022024283542468326,-0.0007269381186598047,0.03754077417636367,0.031613479425664226,0.005927294750699447,90835200.0,3.23758389261745
